C/A,Unit,SCP,Station,Line Name,Division,Date,Time,Description,Entries,Exits                                                     
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/01/2016,22:44:58,REGULAR,907416,42906
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/01/2016,18:32:58,REGULAR,907328,42903
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/01/2016,14:20:58,REGULAR,907199,42901
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/01/2016,10:08:58,REGULAR,907146,42897
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/01/2016,05:56:58,REGULAR,907131,42893
PTH11,R545,00-00-00,14TH STREET,1,PTH,01/01/2016,01:44:58,REGULAR,906939,42873
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/31/2015,21:32:58,REGULAR,906799,42871
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/31/2015,17:20:58,REGULAR,906512,42857
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/31/2015,13:08:58,REGULAR,906242,42846
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/31/2015,08:56:58,REGULAR,906152,42842
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/31/2015,04:44:58,REGULAR,906075,42839
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/31/2015,00:32:58,REGULAR,906001,42831
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/30/2015,20:20:58,REGULAR,905568,42816
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/30/2015,16:08:58,REGULAR,904968,42801
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/30/2015,11:56:58,REGULAR,904800,42790
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/30/2015,07:30:58,REGULAR,904693,42784
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/30/2015,03:18:58,REGULAR,904674,42779
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/29/2015,23:06:58,REGULAR,904634,42777
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/29/2015,18:54:58,REGULAR,904335,42762
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/29/2015,14:42:58,REGULAR,903917,42747
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/29/2015,10:30:58,REGULAR,903859,42740
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/29/2015,06:18:58,REGULAR,903783,42734
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/29/2015,02:06:58,REGULAR,903778,42730
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/28/2015,21:54:58,REGULAR,903728,42712
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/28/2015,17:42:58,REGULAR,903414,42697
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/28/2015,13:30:58,REGULAR,903130,42684
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/28/2015,09:18:58,REGULAR,903084,42673
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/28/2015,05:06:58,REGULAR,903032,42670
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/28/2015,00:54:58,REGULAR,903022,42661
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/27/2015,20:42:58,REGULAR,902961,42651
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/27/2015,16:30:58,REGULAR,902768,42634
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/27/2015,12:18:58,REGULAR,902686,42628
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/27/2015,08:06:58,REGULAR,902667,42625
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/27/2015,03:54:58,REGULAR,902660,42625
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/26/2015,23:42:58,REGULAR,902621,42621
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/26/2015,19:30:58,REGULAR,902519,42617
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/26/2015,15:18:58,REGULAR,902344,42608
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/26/2015,11:06:58,REGULAR,902284,42605
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/26/2015,06:54:58,REGULAR,902274,42604
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/26/2015,02:42:58,REGULAR,902268,42603
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/25/2015,22:30:58,REGULAR,902246,42597
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/25/2015,22:30:58,REGULAR,902246,42597
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/25/2015,18:18:58,REGULAR,902211,42581
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/25/2015,18:18:58,REGULAR,902211,42581
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/25/2015,14:06:58,REGULAR,902149,42575
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/25/2015,14:06:58,REGULAR,902149,42575
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/25/2015,09:54:58,REGULAR,902120,42572
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/25/2015,09:54:58,REGULAR,902120,42572
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/25/2015,05:42:58,REGULAR,902114,42571
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/25/2015,05:42:58,REGULAR,902114,42571
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/25/2015,01:30:58,REGULAR,902107,42568
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/25/2015,01:30:58,REGULAR,902107,42568
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/24/2015,21:18:58,REGULAR,902040,42564
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/24/2015,21:18:58,REGULAR,902040,42564
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/24/2015,17:06:58,REGULAR,901869,42550
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/24/2015,17:06:58,REGULAR,901869,42550
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/24/2015,12:54:58,REGULAR,901607,42533
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/24/2015,12:54:58,REGULAR,901607,42533
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/24/2015,08:42:58,REGULAR,901533,42531
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/24/2015,08:42:58,REGULAR,901533,42531
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/24/2015,04:16:58,REGULAR,901494,42528
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/24/2015,04:16:58,REGULAR,901494,42528
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/24/2015,00:04:58,REGULAR,901482,42524
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/24/2015,00:04:58,REGULAR,901482,42524
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/23/2015,19:52:58,REGULAR,901345,42517
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/23/2015,19:52:58,REGULAR,901345,42517
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/23/2015,15:40:58,REGULAR,900828,42497
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/23/2015,15:40:58,REGULAR,900828,42497
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/23/2015,11:28:58,REGULAR,900680,42492
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/23/2015,11:28:58,REGULAR,900680,42492
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/23/2015,07:16:58,REGULAR,900583,42488
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/23/2015,07:16:58,REGULAR,900583,42488
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/23/2015,03:04:58,REGULAR,900576,42486
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/23/2015,03:04:58,REGULAR,900576,42486
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/22/2015,22:52:58,REGULAR,900562,42481
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/22/2015,22:52:58,REGULAR,900562,42481
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/22/2015,18:40:58,REGULAR,900254,42468
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/22/2015,18:40:58,REGULAR,900254,42468
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/22/2015,14:28:58,REGULAR,899771,42450
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/22/2015,14:28:58,REGULAR,899771,42450
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/22/2015,10:16:58,REGULAR,899695,42438
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/22/2015,10:16:58,REGULAR,899695,42438
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/22/2015,06:04:58,REGULAR,899605,42383
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/22/2015,06:04:58,REGULAR,899605,42383
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/22/2015,01:52:58,REGULAR,899598,42377
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/22/2015,01:52:58,REGULAR,899598,42377
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/21/2015,21:40:58,REGULAR,899516,42357
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/21/2015,21:40:58,REGULAR,899516,42357
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/21/2015,17:28:58,REGULAR,898969,42340
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/21/2015,17:28:58,REGULAR,898969,42340
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/21/2015,13:16:58,REGULAR,898648,42330
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/21/2015,13:16:58,REGULAR,898648,42330
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/21/2015,09:04:58,REGULAR,898595,42327
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/21/2015,09:04:58,REGULAR,898595,42327
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/21/2015,04:52:58,REGULAR,898510,42324
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/21/2015,04:52:58,REGULAR,898510,42324
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/21/2015,00:40:58,REGULAR,898509,42323
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/21/2015,00:40:58,REGULAR,898509,42323
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/20/2015,20:36:02,REGULAR,898441,42318
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/20/2015,20:36:02,REGULAR,898441,42318
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/20/2015,16:24:02,REGULAR,898192,42303
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/20/2015,16:24:02,REGULAR,898192,42303
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/20/2015,12:12:02,REGULAR,898048,42298
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/20/2015,12:12:02,REGULAR,898048,42298
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/20/2015,08:00:02,REGULAR,898003,42291
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/20/2015,08:00:02,REGULAR,898003,42291
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/20/2015,03:48:02,REGULAR,897994,42289
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/20/2015,03:48:02,REGULAR,897994,42289
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/19/2015,23:36:02,REGULAR,897920,42282
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/19/2015,23:36:02,REGULAR,897920,42282
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/19/2015,19:24:02,REGULAR,897720,42277
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/19/2015,19:24:02,REGULAR,897720,42277
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/19/2015,15:12:02,REGULAR,897452,42263
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/19/2015,15:12:02,REGULAR,897452,42263
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/19/2015,11:00:02,REGULAR,897290,42254
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/19/2015,11:00:02,REGULAR,897290,42254
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/19/2015,06:48:02,REGULAR,897252,42231
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/19/2015,06:48:02,REGULAR,897252,42231
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/19/2015,02:36:02,REGULAR,897229,42222
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/19/2015,02:36:02,REGULAR,897229,42222
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/18/2015,22:24:02,REGULAR,897065,42209
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/18/2015,18:12:02,REGULAR,896589,42189
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/18/2015,14:00:02,REGULAR,896171,42167
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/18/2015,09:48:02,REGULAR,896100,42161
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/18/2015,05:36:02,REGULAR,895978,42157
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/18/2015,01:24:02,REGULAR,895965,42149
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/17/2015,21:12:02,REGULAR,895827,42132
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/17/2015,17:00:02,REGULAR,895412,42118
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/17/2015,12:48:02,REGULAR,895226,42104
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/17/2015,08:36:02,REGULAR,895146,42098
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/17/2015,04:24:02,REGULAR,895082,42093
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/17/2015,00:12:02,REGULAR,895058,42089
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/16/2015,20:00:02,REGULAR,894793,42073
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/16/2015,15:48:02,REGULAR,894268,42052
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/16/2015,11:36:02,REGULAR,894162,42047
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/16/2015,07:24:02,REGULAR,894013,42034
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/16/2015,03:12:02,REGULAR,894000,42028
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/15/2015,23:00:02,REGULAR,893962,42017
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/15/2015,18:48:02,REGULAR,893619,42001
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/15/2015,14:36:02,REGULAR,893111,41979
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/15/2015,10:24:02,REGULAR,893063,41973
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/15/2015,06:12:02,REGULAR,892937,41967
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/15/2015,02:00:02,REGULAR,892933,41966
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/14/2015,21:48:02,REGULAR,892877,41959
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/14/2015,17:36:02,REGULAR,892329,41948
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/14/2015,13:24:02,REGULAR,892058,41938
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/14/2015,09:12:02,REGULAR,892015,41927
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/14/2015,05:00:02,REGULAR,891883,41921
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/14/2015,00:48:02,REGULAR,891883,41921
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/13/2015,20:36:02,REGULAR,891827,41916
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/13/2015,16:24:02,REGULAR,891548,41908
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/13/2015,12:12:02,REGULAR,891398,41899
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/13/2015,08:00:02,REGULAR,891346,41895
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/13/2015,03:48:02,REGULAR,891340,41894
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/12/2015,23:36:02,REGULAR,891231,41882
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/12/2015,19:24:02,REGULAR,890980,41877
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/12/2015,15:12:02,REGULAR,890607,41863
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/12/2015,11:00:02,REGULAR,890500,41860
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/12/2015,06:48:02,REGULAR,890474,41860
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/12/2015,02:36:02,REGULAR,890470,41855
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/11/2015,22:24:02,REGULAR,890354,41851
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/11/2015,18:12:02,REGULAR,889923,41834
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/11/2015,14:00:02,REGULAR,889453,41823
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/11/2015,09:48:02,REGULAR,889399,41814
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/11/2015,05:36:02,REGULAR,889291,41809
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/11/2015,01:24:02,REGULAR,889291,41809
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/10/2015,21:12:02,REGULAR,889152,41803
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/10/2015,17:00:02,REGULAR,888562,41799
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/10/2015,12:48:02,REGULAR,888377,41787
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/10/2015,08:36:02,REGULAR,888267,41786
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/10/2015,04:24:02,REGULAR,888172,41781
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/10/2015,00:12:02,REGULAR,888172,41781
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/09/2015,20:00:02,REGULAR,887910,41773
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/09/2015,15:48:02,REGULAR,887166,41764
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/09/2015,11:36:02,REGULAR,887037,41757
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/09/2015,07:24:02,REGULAR,886856,41751
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/09/2015,03:12:02,REGULAR,886836,41749
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/08/2015,23:00:02,REGULAR,886827,41748
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/08/2015,18:48:02,REGULAR,886480,41742
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/08/2015,14:36:02,REGULAR,885981,41730
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/08/2015,10:24:02,REGULAR,885940,41726
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/08/2015,06:12:02,REGULAR,885794,41721
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/08/2015,02:00:02,REGULAR,885791,41720
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/07/2015,21:48:02,REGULAR,885761,41714
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/07/2015,17:36:02,REGULAR,885299,41708
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/07/2015,13:24:02,REGULAR,885035,41698
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/07/2015,09:12:02,REGULAR,884982,41689
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/07/2015,05:00:02,REGULAR,884853,41686
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/07/2015,00:48:02,REGULAR,884851,41686
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/06/2015,20:36:02,REGULAR,884819,41677
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/06/2015,16:24:02,REGULAR,884642,41668
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/06/2015,12:12:02,REGULAR,884529,41662
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/06/2015,08:00:02,REGULAR,884485,41647
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/06/2015,03:48:02,REGULAR,884465,41626
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/05/2015,23:36:02,REGULAR,884391,41621
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/05/2015,19:24:02,REGULAR,884215,41616
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/05/2015,15:12:02,REGULAR,884118,41615
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/05/2015,11:00:02,REGULAR,884089,41611
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/05/2015,06:48:02,REGULAR,884054,41607
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/05/2015,02:36:02,REGULAR,884039,41600
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/04/2015,22:24:02,REGULAR,883930,41590
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/04/2015,18:12:02,REGULAR,883664,41580
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/04/2015,14:00:02,REGULAR,883381,41491
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/04/2015,09:48:02,REGULAR,883326,41484
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/04/2015,05:36:02,REGULAR,883220,41480
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/04/2015,01:24:02,REGULAR,883218,41478
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/03/2015,21:12:02,REGULAR,883119,41469
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/03/2015,17:00:02,REGULAR,882536,41446
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/03/2015,12:48:02,REGULAR,882364,41432
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/03/2015,08:36:02,REGULAR,882290,41427
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/03/2015,04:24:02,REGULAR,882205,41422
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/03/2015,00:12:02,REGULAR,882191,41416
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/02/2015,20:00:02,REGULAR,881995,41397
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/02/2015,15:48:02,REGULAR,881423,41383
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/02/2015,11:36:02,REGULAR,881337,41376
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/02/2015,07:24:02,REGULAR,881197,41370
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/02/2015,03:12:02,REGULAR,881182,41366
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/01/2015,23:00:02,REGULAR,881165,41357
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/01/2015,18:48:02,REGULAR,880904,41340
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/01/2015,14:36:02,REGULAR,880412,41324
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/01/2015,10:24:02,REGULAR,880373,41312
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/01/2015,06:12:02,REGULAR,880234,41307
PTH11,R545,00-00-00,14TH STREET,1,PTH,12/01/2015,02:00:02,REGULAR,880231,41304
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/30/2015,21:48:02,REGULAR,880178,41293
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/30/2015,17:36:02,REGULAR,879744,41277
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/30/2015,13:24:02,REGULAR,879495,41267
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/30/2015,09:12:02,REGULAR,879453,41258
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/30/2015,05:00:02,REGULAR,879340,41252
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/30/2015,00:48:02,REGULAR,879340,41252
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/29/2015,20:36:02,REGULAR,879309,41243
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/29/2015,16:24:02,REGULAR,879147,41240
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/29/2015,12:12:02,REGULAR,879080,41235
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/29/2015,08:00:02,REGULAR,879052,41230
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/29/2015,03:48:02,REGULAR,879040,41225
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/28/2015,23:36:02,REGULAR,879007,41221
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/28/2015,19:24:02,REGULAR,878918,41219
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/28/2015,15:12:02,REGULAR,878734,41206
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/28/2015,11:00:02,REGULAR,878653,41202
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/28/2015,06:48:02,REGULAR,878632,41200
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/28/2015,02:36:02,REGULAR,878617,41195
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/20/2015,22:24:02,REGULAR,873354,40882
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/20/2015,18:12:02,REGULAR,872597,40870
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/20/2015,14:00:02,REGULAR,872181,40849
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/20/2015,09:48:02,REGULAR,872128,40840
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/20/2015,05:36:02,REGULAR,872015,40836
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/20/2015,01:24:02,REGULAR,872014,40834
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/19/2015,21:12:02,REGULAR,871904,40827
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/19/2015,17:00:02,REGULAR,871379,40813
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/19/2015,12:48:02,REGULAR,871214,40799
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/19/2015,08:36:02,REGULAR,871131,40795
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/19/2015,04:24:02,REGULAR,871040,40791
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/19/2015,00:12:02,REGULAR,871040,40791
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/18/2015,20:00:02,REGULAR,870826,40782
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/18/2015,15:48:02,REGULAR,870380,40766
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/18/2015,11:36:02,REGULAR,870294,40762
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/18/2015,07:24:02,REGULAR,870129,40749
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/18/2015,03:12:02,REGULAR,870119,40745
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/17/2015,23:00:02,REGULAR,870102,40735
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/17/2015,18:48:02,REGULAR,869820,40725
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/17/2015,14:36:02,REGULAR,869344,40704
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/17/2015,10:24:02,REGULAR,869299,40689
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/17/2015,06:12:02,REGULAR,869159,40677
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/17/2015,02:00:02,REGULAR,869157,40675
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/16/2015,21:48:02,REGULAR,869120,40667
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/16/2015,17:36:02,REGULAR,868605,40649
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/16/2015,13:24:02,REGULAR,868315,40641
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/16/2015,09:12:02,REGULAR,868270,40635
PTH11,R545,00-00-00,14TH STREET,1,PTH,11/16/2015,05:00:02,REGULAR,868131,40631
